Comparison (group1/group2),Group,ProteinGroups,PTM.ModificationTitle,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Condition (Numerator),Condition (Denominator),protein_log2fc,corrected_log2fc,site_class
P3C4+Nigericin / P3C4,O75427_C179_M1_24,O75427,Nitrosyl,-1.8864099140631003,1.8864099140631003,0.02694003471945643,0.49531679630420344,6,O75427,LRCH4,Leucine-rich repeat and calponin homology domain-containing protein 4,LRCH4_HUMAN,44,269.7140612000967,3.697140612000967,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.095342744144747,-0.7910671699183534,Robust
P3C4+Nigericin / P3C4,Cont_P60712_K291_M1_32,Cont_P60712;P60709,Trimethyl (K),4.306988525541151,4.306988525541151,0.02709486166642075,0.4953974705251289,6,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,-94.9479543887368,0.05052045611263188,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.3365612868390403,4.643549812380191,Robust
P3C4+Nigericin / P3C4,P60709_K291_M1_32,Cont_P60712;P60709,Trimethyl (K),4.306988525541151,4.306988525541151,0.02709486166642075,0.4953974705251289,6,Cont_P60712;P60709,ACTB,"Actin, cytoplasmic 1;Actin, cytoplasmic 1",ACTB_BOVIN;ACTB_HUMAN,68,-94.9479543887368,0.05052045611263188,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.3365612868390403,4.643549812380191,Robust
P3C4+Nigericin / Unstim,O43504_C33_M2_24,O43504,Nitrosyl,-3.635128499284479,3.635128499284479,0.02713910489317101,0.4953974705251289,4,O43504,LAMTOR5,Ragulator complex protein LAMTOR5,LTOR5_HUMAN,7,1142.4608597162876,12.424608597162877,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.8671117216619297,-2.7680167776225493,Robust
P3C4+Nigericin / Unstim,P20618_R198_M1_22,P20618,Methyl (KR),-2.007641669467999,2.007641669467999,0.02705467882328121,0.4953974705251289,6,P20618,PSMB1,Proteasome subunit beta type-1,PSB1_HUMAN,16,302.124341800451,4.02124341800451,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.4193089073059324,-0.5883327621620664,Robust
P3C4 / Unstim,P61160_K106_M1_17,P61160,GlyGly (K),-2.469115608005046,2.469115608005046,0.02707783446483979,0.4953974705251289,6,P61160,ACTR2,Actin-related protein 2,ARP2_HUMAN,40,453.7042548267802,5.537042548267801,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.13952529882289852,-2.3295903091821475,Robust
LPS+Nigericin / LPS,Q53GL0_K337_M1_32,Q53GL0,Trimethyl (K),-2.4719527902371703,2.4719527902371703,0.02696726991776776,0.4953974705251289,6,Q53GL0,PLEKHO1,Pleckstrin homology domain-containing family O member 1,PKHO1_HUMAN,24,454.79423264962907,5.54794232649629,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.4612239355980761,-2.010728854639094,Robust
P3C4 / Unstim,Q58FG1_K52_M1_10,Q58FG1,Crotonyl,0.9320332185499952,0.9320332185499952,0.02717104708088918,0.4953974705251289,6,Q58FG1,HSP90AA4P,Putative heat shock protein HSP 90-alpha A4,HS904_HUMAN,7,-47.58808304047911,0.5241191695952089,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.02766999317962318,0.9043632253703721,Robust
P3C4+Nigericin / P3C4,Q7Z417_S107_M2_28,Q7Z417,Phospho (STY),0.3548438029747901,0.3548438029747901,0.02701328193178115,0.4953974705251289,6,Q7Z417,NUFIP2,FMR1-interacting protein NUFIP2,NUFP2_HUMAN,43,-21.804570119556356,0.7819542988044365,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.795904381011623,2.1507481839864133,Robust
LPS+Nigericin / LPS,P12956_K445_M2_13,P12956,Dimethyl (KR),0.6629185150820217,0.6629185150820217,0.02721512654368969,0.495554666428712,5,P12956,XRCC6,X-ray repair cross-complementing protein 6,XRCC6_HUMAN,73,-36.840069669827336,0.6315993033017266,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.2779508953175982,0.9408694103996199,Robust
P3C4 / Unstim,Cont_P81948_T73_M1_19,Cont_P81948;P68366,HexNAc (ST),0.7575767254535042,0.7575767254535042,0.02725645245067808,0.49558839701786905,6,Cont_P81948;P68366,TUBA4A,Tubulin alpha-4A chain,TBA4A_BOVIN;TBA4A_HUMAN,12,-40.85109874494825,0.5914890125505174,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.12890636814221712,0.6286703573112871,Robust
P3C4 / Unstim,P68366_T73_M1_19,Cont_P81948;P68366,HexNAc (ST),0.7575767254535042,0.7575767254535042,0.02725645245067808,0.49558839701786905,6,Cont_P81948;P68366,TUBA4A,Tubulin alpha-4A chain,TBA4A_BOVIN;TBA4A_HUMAN,12,-40.85109874494825,0.5914890125505174,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.12890636814221712,0.6286703573112871,Robust
P3C4+Nigericin / P3C4,O43707_R674_M2_13,O43707,Dimethyl (KR),-1.8384812451145085,1.8384812451145085,0.02727004727433038,0.49558839701786905,6,O43707,ACTN4,Alpha-actinin-4,ACTN4_HUMAN,83,257.63334212287344,3.5763334212287345,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.184996752028172,-0.6534844930863366,Robust
P3C4+Nigericin / P3C4,O43707_K668_M1_18,O43707,Hex (K),-1.8384812451145085,1.8384812451145085,0.02727005288284518,0.49558839701786905,6,O43707,ACTN4,Alpha-actinin-4,ACTN4_HUMAN,83,257.63334212287344,3.5763334212287345,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.184996752028172,-0.6534844930863366,Robust
LPS+Nigericin / LPS,P23497_S18_M1_28,P23497,Phospho (STY),-1.396571486139368,1.396571486139368,0.02725475012583693,0.49558839701786905,6,P23497,SP100,Nuclear autoantigen Sp-100,SP100_HUMAN,28,163.27517396937256,2.6327517396937257,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.578863610061146,-0.8177078760782222,Robust
P3C4+Nigericin / Unstim,P40925_C137_M1_24,P40925,Nitrosyl,-1.9272748237319832,1.9272748237319832,0.02729158685299265,0.49558839701786905,6,P40925,MDH1,"Malate dehydrogenase, cytoplasmic",MDHC_HUMAN,34,280.3360850656476,3.803360850656476,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.1084876719498689,-0.8187871517821144,Robust
LPS+Nigericin / Unstim,P09651_R225_M1_13,P09651,Dimethyl (KR),1.6564395576311268,1.6564395576311268,0.02748065646753865,0.496099451330361,6,P09651,HNRNPA1,Heterogeneous nuclear ribonucleoprotein A1,ROA1_HUMAN,46,-68.27789435393021,0.317221056460698,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-1.12732391595569,2.783763473586817,Robust
LPS+Nigericin / Unstim,Q16778_K58_M1_23,Q16778,Myristoyl,2.4019791361018985,2.4019791361018985,0.02752174794091256,0.4962380049998898,6,Q16778,H2BC21,Histone H2B type 2-E,H2B2E_HUMAN,23,-81.07951646651547,0.1892048353348453,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,0.4298478009547936,1.9721313351471048,Robust
P3C4+Nigericin / P3C4,P46109_K253_M1_0,P46109,Acetyl (K),-1.8383907563332456,1.8383907563332456,0.02754487229560667,0.4963565615434212,6,P46109,CRKL,Crk-like protein,CRKL_HUMAN,26,257.6109113322542,3.5761091133225422,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.1530462829396793,-0.6853444733935663,Robust
LPS+Nigericin / Unstim,Q15185_K65_M1_10,Q15185,Crotonyl,-2.485658941422741,2.485658941422741,0.02757198091898013,0.4963841823737054,6,Q15185,PTGES3,Prostaglandin E synthase 3,TEBP_HUMAN,14,460.0901052785199,5.600901052785199,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.9495812801261037,-1.5360776612966374,Robust
LPS+Nigericin / LPS,P07203_K88_M1_0,P07203,Acetyl (K),-7.71888606468496,7.71888606468496,0.0276026507494431,0.4964416686897905,6,P07203,GPX1,Glutathione peroxidase 1,GPX1_HUMAN,25,20967.656977506565,210.67656977506567,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-0.04015191544090155,-7.678734149244058,Robust
LPS+Nigericin / Unstim,Cont_P68103_C411_M2_23,Cont_P68103;P68104,Myristoyl,-1.332201825608288,1.332201825608288,0.02781554437032815,0.4964846739222149,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,151.7866558940804,2.517866558940804,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.4268423929717123,-0.9053594326365757,Robust
LPS+Nigericin / Unstim,P68104_C411_M2_23,Cont_P68103;P68104,Myristoyl,-1.332201825608288,1.332201825608288,0.02781554437032815,0.4964846739222149,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,151.7866558940804,2.517866558940804,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.4268423929717123,-0.9053594326365757,Robust
P3C4+Nigericin / Unstim,Q01518_K376_M1_32,Q01518,Trimethyl (K),-2.1965930243505705,2.1965930243505705,0.0279596583772311,0.4964846739222149,6,Q01518,CAP1,Adenylyl cyclase-associated protein 1,CAP1_HUMAN,89,358.39554540678745,4.583955454067874,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.4485805095523945,-0.748012514798176,Robust
LPS / Unstim,Q08945_K39_M1_0,Q08945,Acetyl (K),-1.3329088393881017,1.3329088393881017,0.02787609480445476,0.4964846739222149,6,Q08945,SSRP1,FACT complex subunit SSRP1,SSRP1_HUMAN,37,151.91007786282387,2.5191007786282387,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.6683619142887299,-0.6645469250993717,Robust
LPS+Nigericin / LPS,Q16778_Y38_M2_28,Q16778,Phospho (STY),3.3175079900737146,3.3175079900737146,0.02772712981062675,0.4964846739222149,4,Q16778,H2BC21,Histone H2B type 2-E,H2B2E_HUMAN,23,-89.96931518630082,0.10030684813699188,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.7908918500365543,2.5266161400371603,Robust
LPS+Nigericin / Unstim,Q9BUF5_K122_M1_0,Q9BUF5,Acetyl (K),0.6502106047678072,0.6502106047678072,0.02794656401808172,0.4964846739222149,6,Q9BUF5,TUBB6,Tubulin beta-6 chain,TBB6_HUMAN,28,-36.28127097949819,0.6371872902050181,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.02904635906979156,0.6792569638375988,Robust
P3C4+Nigericin / P3C4,Q9H444_K17_M2_22,Q9H444,Methyl (KR),-1.0630738488884894,1.0630738488884894,0.02783813900588168,0.4964846739222149,4,Q9H444,CHMP4B,Charged multivesicular body protein 4b,CHM4B_HUMAN,20,108.93784744075263,2.0893784744075266,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.39289741813883017,-0.6701764307496593,Robust
LPS / Unstim,P06748_K54_M1_0,P06748,Acetyl (K),-10.273607830558095,10.273607830558095,0.02803949013350759,0.4965723561218016,5,P06748,NPM1,Nucleophosmin,NPM_HUMAN,40,123683.8883157511,1237.838883157511,Unstim,LPS,NA,NA,NA,LPS,Unstim,0.17684038501270916,-10.450448215570805,Robust
P3C4+Nigericin / Unstim,P16949_K13_M1_10,P16949,Crotonyl,-1.7633194399760137,1.7633194399760137,0.02807513142190005,0.4965723561218016,6,P16949,STMN1,Stathmin,STMN1_HUMAN,26,239.47831928367208,3.3947831928367207,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.088920596892831,-0.6743988430831827,Robust
P3C4+Nigericin / P3C4,P08133_T356_M1_28,P08133,Phospho (STY),2.3794676565332677,2.3794676565332677,0.02810944721583446,0.4966035426072992,6,P08133,ANXA6,Annexin A6,ANXA6_HUMAN,91,-80.78197023564974,0.1921802976435026,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,0.686335853753669,1.6931318027795987,Robust
LPS+Nigericin / LPS,P00367_S166_M1_19,P00367,HexNAc (ST),1.201738050253799,1.201738050253799,0.02829023239927931,0.4968714718932083,6,P00367,GLUD1,"Glutamate dehydrogenase 1, mitochondrial",DHE3_HUMAN,53,-56.5248789461843,0.43475121053815696,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.5578824074972007,0.6438556427565983,Robust
P3C4+Nigericin / P3C4,P16070_K715_M1_23,P16070,Myristoyl,1.3265009768171103,1.3265009768171103,0.02827723935675466,0.4968714718932083,6,P16070,CD44,CD44 antigen,CD44_HUMAN,27,-60.12658648334639,0.39873413516653616,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.7746114791872949,2.1011124560044054,Robust
P3C4+Nigericin / P3C4,Q5SSJ5_R42_M2_13,Q5SSJ5,Dimethyl (KR),-2.5189521510969377,2.5189521510969377,0.02830194815827074,0.4968714718932083,5,Q5SSJ5,HP1BP3,Heterochromatin protein 1-binding protein 3,HP1B3_HUMAN,44,473.16565003161014,5.7316565003161015,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-0.23705257049317985,-2.281899580603758,Robust
LPS+Nigericin / Unstim,Q99497_K89_M1_13,Q99497,Dimethyl (KR),-1.9214811805899057,1.9214811805899057,0.0282630847998711,0.4968714718932083,6,Q99497,PARK7,Parkinson disease protein 7,PARK7_HUMAN,37,278.8117761284445,3.788117761284445,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.6459770029964703,-1.2755041775934353,Robust
LPS+Nigericin / Unstim,P27824_K166_M1_13,P27824,Dimethyl (KR),2.099696736900996,2.099696736900996,0.02838499479355783,0.4969151885519581,6,P27824,CANX,Calnexin,CALX_HUMAN,69,-76.6692714687598,0.23330728531240197,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.01656698379835491,2.116263720699351,Robust
LPS / Unstim,P62899_T26_M1_19,P62899,HexNAc (ST),1.117863766670312,1.117863766670312,0.02837079622883775,0.4969151885519581,6,P62899,RPL31,Large ribosomal subunit protein eL31,RL31_HUMAN,14,-53.92243980307965,0.4607756019692036,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.390647925434685,1.508511692104997,Robust
LPS+Nigericin / Unstim,Cont_P68103_K408_M1_17,Cont_P68103;P68104,GlyGly (K),-1.36837738719936,1.36837738719936,0.02872475885749593,0.49710287865856045,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,158.18002524710047,2.581800252471005,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.4268423929717123,-0.9415349942276479,Robust
LPS+Nigericin / Unstim,P68104_K408_M1_17,Cont_P68103;P68104,GlyGly (K),-1.36837738719936,1.36837738719936,0.02872475885749593,0.49710287865856045,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,158.18002524710047,2.581800252471005,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.4268423929717123,-0.9415349942276479,Robust
P3C4+Nigericin / Unstim,Q6NUK1_S422_M1_31,Q6NUK1,Sulfo (STY),1.7287217338718737,1.7287217338718737,0.02872244945316882,0.49710287865856045,6,Q6NUK1,SLC25A24,Mitochondrial adenyl nucleotide antiporter SLC25A24,SCMC1_HUMAN,49,-69.82808302747543,0.3017191697252457,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,0.02626672403836746,1.7024550098335063,Robust
LPS+Nigericin / LPS,Q16778_S39_M2_19,Q16778,HexNAc (ST),3.239183341041624,3.239183341041624,0.02877725823772349,0.4972097358164242,6,Q16778,H2BC21,Histone H2B type 2-E,H2B2E_HUMAN,23,-89.40969048985994,0.1059030951014006,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.7908918500365543,2.4482914910050697,Robust
LPS+Nigericin / LPS,Q16778_S37_M2_19,Q16778,HexNAc (ST),3.239183341041624,3.239183341041624,0.02877725823772349,0.4972097358164242,6,Q16778,H2BC21,Histone H2B type 2-E,H2B2E_HUMAN,23,-89.40969048985994,0.1059030951014006,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,0.7908918500365543,2.4482914910050697,Robust
LPS+Nigericin / Unstim,Q9H6Z4_R218_M1_13,Q9H6Z4,Dimethyl (KR),-1.960898802926654,1.960898802926654,0.0288037515602338,0.4972097358164242,6,Q9H6Z4,RANBP3,Ran-binding protein 3,RANB3_HUMAN,16,289.30444115337235,3.893044411533724,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-1.2717553464850202,-0.6891434564416339,Robust
P3C4+Nigericin / P3C4,Q15942_K231_M1_22,Q15942,Methyl (KR),-2.1799290859898575,2.1799290859898575,0.02882335481794212,0.49730245526599215,6,Q15942,ZYX,Zyxin,ZYX_HUMAN,42,353.13128042564205,4.53131280425642,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.372666386605404,-0.8072626993844534,Robust
LPS+Nigericin / LPS,P51858_K44_M1_22,P51858,Methyl (KR),-2.5605859021383295,2.5605859021383295,0.02883512891395981,0.4973384181792827,4,P51858,HDGF,Hepatoma-derived growth factor,HDGF_HUMAN,29,489.9472255252947,5.899472255252947,LPS,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,LPS,-1.139770028088762,-1.4208158740495676,Robust
LPS+Nigericin / Unstim,Q9NV70_K212_M1_22,Q9NV70,Methyl (KR),0.6831495883702815,0.6831495883702815,0.02884748373851212,0.49742847824581393,6,Q9NV70,EXOC1,Exocyst complex component 1,EXOC1_HUMAN,16,-37.71958721035781,0.6228041278964219,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.7314224714408242,1.4145720598111056,Robust
LPS+Nigericin / Unstim,P07237_R300_M1_13,P07237,Dimethyl (KR),1.7798062220262214,1.7798062220262214,0.02891765964841764,0.4974616619850049,6,P07237,P4HB,Protein disulfide-isomerase,PDIA1_HUMAN,110,-70.87774899759853,0.2912225100240147,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,0.0305311026691409,1.7492751193570806,Robust
P3C4 / Unstim,P14314_K301_M1_18,P14314,Hex (K),2.653559624178718,2.653559624178718,0.02891716583339769,0.4974616619850049,6,P14314,PRKCSH,Glucosidase 2 subunit beta,GLU2B_HUMAN,42,-84.10725343846559,0.1589274656153441,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.08666173472327657,2.5668978894554413,Robust
P3C4+Nigericin / Unstim,Q9Y4W6_K719_M1_22,Q9Y4W6,Methyl (KR),-4.535669983476749,4.535669983476749,0.02905640320627117,0.4980423053506703,6,Q9Y4W6,AFG3L2,AFG3-like protein 2,AFG32_HUMAN,58,2219.3843127048017,23.193843127048016,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.19399980336292755,-4.341670180113821,Robust
P3C4+Nigericin / Unstim,Q9NRP2_S6_M2_19,Q9NRP2,HexNAc (ST),-2.635655503971829,2.635655503971829,0.02908692980825796,0.4981041086838752,4,Q9NRP2,CMC2,COX assembly mitochondrial protein 2 homolog,COXM2_HUMAN,7,521.4574017012225,6.214574017012224,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.9383771378219747,-0.6972783661498543,Robust
P3C4+Nigericin / Unstim,O00232_K36_M1_0,O00232,Acetyl (K),-1.7289192742098574,1.7289192742098574,0.02931718603414577,0.49847795953796026,6,O00232,PSMD12,26S proteasome non-ATPase regulatory subunit 12,PSD12_HUMAN,42,231.47941339413904,3.3147941339413904,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-0.9856646125803586,-0.7432546616294987,Robust
P3C4+Nigericin / P3C4,P00338_Y83_M1_28,P00338,Phospho (STY),-11.779936485540874,11.779936485540874,0.02930547840742486,0.49847795953796026,6,P00338,LDHA,L-lactate dehydrogenase A chain,LDHA_HUMAN,45,351552.9209505933,3516.529209505933,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.13793263371127,-10.642003851829605,Robust
P3C4+Nigericin / P3C4,P00338_K81_M2_23,P00338,Myristoyl,-11.614340217112174,11.614340217112174,0.0293073897446669,0.49847795953796026,5,P00338,LDHA,L-lactate dehydrogenase A chain,LDHA_HUMAN,45,313419.6641167557,3135.196641167557,P3C4,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,P3C4,-1.13793263371127,-10.476407583400904,Robust
LPS / Unstim,P14625_T419_M1_31,P14625,Sulfo (STY),1.013855912186041,1.013855912186041,0.02945245250321257,0.4988129833491307,6,P14625,HSP90B1,Endoplasmin,ENPL_HUMAN,108,-50.47791067810847,0.4952208932189152,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.08255381304685645,1.0964097252328975,Robust
P3C4+Nigericin / Unstim,P41218_K355_M1_13,P41218,Dimethyl (KR),-1.7583123648270516,1.7583123648270516,0.02955275047039057,0.499065986439836,6,P41218,MNDA,Myeloid cell nuclear differentiation antigen,MNDA_HUMAN,44,238.30215444503412,3.383021544450341,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.076966834709191,-0.6813455301178606,Robust
P3C4+Nigericin / Unstim,P06702_K38_M1_18,P06702,Hex (K),-2.1976887006068635,2.1976887006068635,0.02963705538586615,0.4991888197952579,6,P06702,S100A9,Protein S100-A9,S10A9_HUMAN,21,358.74381296919796,4.5874381296919795,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,0.4180191165403163,-2.6157078171471797,Robust
P3C4+Nigericin / Unstim,P06702_T31_M1_19,P06702,HexNAc (ST),-2.1976887006068635,2.1976887006068635,0.02963705538586615,0.4991888197952579,6,P06702,S100A9,Protein S100-A9,S10A9_HUMAN,21,358.74381296919796,4.5874381296919795,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,0.4180191165403163,-2.6157078171471797,Robust
LPS / Unstim,P51153_K58_M2_18,P51153,Hex (K),-6.092433505871027,6.092433505871027,0.02966704271726044,0.49919989473365534,5,P51153,RAB13,Ras-related protein Rab-13,RAB13_HUMAN,18,6723.469141837532,68.23469141837532,Unstim,LPS,NA,NA,NA,LPS,Unstim,-0.5641047931083024,-5.5283287127627245,Robust
LPS+Nigericin / Unstim,P04080_S45_M2_31,P04080,Sulfo (STY),-1.6711330376733988,1.6711330376733988,0.02980258541014775,0.49933437682549,6,P04080,CSTB,Cystatin-B,CYTB_HUMAN,9,218.4646052717996,3.184646052717996,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.6569588827365404,-1.0141741549368586,Robust
LPS+Nigericin / Unstim,P04080_S42_M2_31,P04080,Sulfo (STY),-1.6711330376733988,1.6711330376733988,0.02980258541014775,0.49933437682549,6,P04080,CSTB,Cystatin-B,CYTB_HUMAN,9,218.4646052717996,3.184646052717996,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.6569588827365404,-1.0141741549368586,Robust
P3C4 / Unstim,Q6STE5_T229_M1_31,Q6STE5,Sulfo (STY),-0.853301675002975,0.853301675002975,0.029793578693234,0.49933437682549,6,Q6STE5,SMARCD3,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3,SMRD3_HUMAN,8,80.66307566544675,1.8066307566544677,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.11163419149412725,-0.7416674835088478,Robust
LPS / Unstim,Q9ULZ3_K21_M1_32,Q9ULZ3,Trimethyl (K),1.650243483819172,1.650243483819172,0.0297239814345099,0.49933437682549,6,Q9ULZ3,PYCARD,Apoptosis-associated speck-like protein containing a CARD,ASC_HUMAN,26,-68.14136155708574,0.31858638442914256,Unstim,LPS,NA,NA,NA,LPS,Unstim,0.4034101058668701,1.246833377952302,Robust
P3C4 / Unstim,P68032_K293_M1_22,P68032,Methyl (KR),-1.159921152344023,1.159921152344023,0.0298139811921216,0.49934688076658673,6,P68032,ACTC1,"Actin, alpha cardiac muscle 1",ACTC_HUMAN,20,123.44521532257424,2.2344521532257424,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,-0.01538620753392738,-1.1445349448100957,Robust
LPS+Nigericin / Unstim,P09769_K8_M2_10,P09769,Crotonyl,0.6403456920842908,0.6403456920842908,0.02986049002874607,0.4993536402011709,5,P09769,FGR,Tyrosine-protein kinase Fgr,FGR_HUMAN,25,-35.84407971628084,0.6415592028371916,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.4981795330792352,1.138525225163526,Robust
P3C4+Nigericin / Unstim,P46459_K304_M1_22,P46459,Methyl (KR),-2.1186576166941373,2.1186576166941373,0.02986028887648606,0.4993536402011709,5,P46459,NSF,Vesicle-fusing ATPase,NSF_HUMAN,75,334.2896637963384,4.342896637963384,Unstim,P3C4+Nigericin,NA,NA,NA,P3C4+Nigericin,Unstim,-1.161474030728186,-0.9571835859659514,Robust
LPS+Nigericin / Unstim,Cont_P68103_C411_M1_24,Cont_P68103;P68104,Nitrosyl,1.1037596820082476,1.1037596820082476,0.0300120009745279,0.4995380539130175,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,-53.46976695243286,0.4653023304756713,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.4268423929717123,1.5306020749799598,Robust
LPS+Nigericin / Unstim,P68104_C411_M1_24,Cont_P68103;P68104,Nitrosyl,1.1037596820082476,1.1037596820082476,0.0300120009745279,0.4995380539130175,6,Cont_P68103;P68104,EEF1A1,Elongation factor 1-alpha 1,EF1A1_BOVIN;EF1A1_HUMAN,61,-53.46976695243286,0.4653023304756713,Unstim,LPS+Nigericin,NA,NA,NA,LPS+Nigericin,Unstim,-0.4268423929717123,1.5306020749799598,Robust
P3C4 / Unstim,O95817_K460_M1_17,O95817,GlyGly (K),2.404020654713461,2.404020654713461,0.0299892066187271,0.4995380539130175,6,O95817,BAG3,BAG family molecular chaperone regulator 3,BAG3_HUMAN,36,-81.10627139489344,0.1889372860510657,Unstim,P3C4,NA,NA,NA,P3C4,Unstim,0.3715454320328336,2.032475222680627,Robust
